Ligand,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,HLM-Stabiliy,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous,Ghose,Veber,Egan,Muegge,log Kp,Brenk,Leadlikeness,Bandgap
34,COC(=O)C1CC2(C)C(CC(O)C2(O)C(=O)COC(C)=O)C2CCC3=CC(=O)C=CC3(C)C12,460.21,461.2333157,0.997781349,8,2,127.2,6,4,17,8,0,24,0.25,8,1,0.605,4.717,0.68,79.714,2.017,5,0,0,0,0,0,1,0,-4.022006746,2.18892903,1.991037032,210.1219161,319.7796669,7.245217107,4.011349727,-5.206567095,-4.878464158,0.676852405,0.149856389,0.019688936,0.026684046,0.20256114,0.734354466,0.917469442,0.109507911,0.960588038,0.0001932,0.988822937,0.959493399,0.958225965,85.22409051,0.152576454,14.94226424,3.84E-08,0.007432705,1.98E-07,0.002213,0.000963242,0.232737377,1.49E-05,8.36E-06,2.32E-05,0.986627996,5.48E-09,0.015487114,0.099654801,0.024033777,5.361733317,1.670959844,0.636586535,3.660288281,5.602344076,4.691639753,0.080515765,0.248664081,0.16480653,0.386620909,0.238351926,0.942013025,0.025348917,0.500291467,2.13E-06,0.006128735,0.291726619,0.585659444,0.224852592,0.761572182,0.211219013,0.193414852,0.951503396,0.056775227,0.007722151,0.308560282,1.11E-05,0.028108448,0.003492493,2.66E-05,0.009035453,4.96E-06,1.11E-09,0.000213235,2.31E-06,1.19E-06,1.98E-06,4.87E-05,4,4,0,0,8,11,7,5,0.152,0.016,0.036,0.328,0.191,0.023,0.165,0,0,0,0,-7.77,1,1,4.9
35,O=C(c1cccnc1)N1CC2CC(O)CN2C2(CN(Cc3ccc(C(F)(F)F)cc3)C2)C1,446.19,424.8967849,1.050113853,6,1,59.91,5,5,9,9,0,27,0.185185185,2,1,0.784,3.979,0.478,135.882,-0.966,0,0,0,0,0,0,1,0,-3.825769173,2.444746939,2.280434846,217.2130889,310.0331252,9.070696666,6.471900743,-4.695587965,-4.809619387,0.81648916,0.010125297,0.942883074,0.009176254,0.004714072,0.003353059,0.008490443,0.284940481,0.146968707,0.000205593,0.086365983,0.682572305,0.998136282,90.2521197,0.157063387,8.279965656,1.93E-07,0.998012543,8.64E-05,0.251512527,0.004748484,0.09573327,0.012183156,0.199980304,0.988676667,0.996188104,1.54E-05,1.54E-06,0.968914151,0.039281156,5.023220517,1.008519362,0.389052229,3.040545602,4.245566362,3.522097589,0.935835958,0.539025068,0.381522954,0.101443872,0.69723475,0.845781982,0.660615385,0.093385734,8.14E-08,0.004578241,0.94872582,0.798654318,0.954141498,0.906685591,0.130244091,0.93611145,0.998469651,0.08531177,0.108907185,0.623051405,0.006464908,0.002024902,7.03E-06,0.014181323,0.038607098,5.24E-05,4.07E-06,0.035503563,7.43E-06,7.41E-05,0.000613718,0.000233225,2,0,0,0,0,4,19,0,0.073,0.001,0.007,0.577,0.001,0.056,0,0,0,0,0,-7.76,0,1,4.8
36,CN(CC1CCCN2CCCCC12)C(=O)c1ccc(Nc2ncccn2)cc1,379.24,400.1611154,0.94771827,6,1,61.36,6,4,10,6,0,24,0.25,2,0,0.861,3.069,0.5,70.909,-1.122,7,0,0,0,0,0,0,0,-3.182362678,2.805698435,2.83655609,110.635072,287.0533924,9.114585051,7.710185345,-4.661024827,-5.005497553,0.045487087,0.00054828,5.32E-05,0.000147581,0.103918314,0.615938485,0.994900073,0.998824179,0.999594867,0.035351425,0.985413909,0.088268623,0.9726035,76.60337247,0.433286291,20.0546356,2.98E-12,4.10E-05,3.51E-09,0.999938369,5.13E-10,3.45E-10,0.999944806,0.998245239,0.00090126,0.999998212,0.129398271,1.67E-06,2.53E-07,0.931483626,5.315992626,0.537476297,0.693509058,3.219722369,4.438704176,3.858008022,0.853161156,0.431934953,0.929258943,0.300287098,0.773977935,0.40959233,0.754639566,0.226793274,2.03E-06,0.122438692,0.960404038,0.630036891,0.666979551,0.7745561,0.049672626,0.894143939,0.99305737,0.088521488,0.021028476,0.43277207,0.000336483,2.56E-06,3.41E-05,0.006565316,0.004190834,6.14E-07,0.000219863,0.081906825,0.166335642,2.29E-05,0.002082615,0.021432191,1,0,0,0,2,0,7,2,0.031,0.157,0.057,0.268,0.001,0.447,0.055,0,0,0,0,-6.32,0,1,4.6
37,Cc1ccc2[nH]c(C3CCN(Cc4ccc(Cl)cc4)C3)nc2c1,325.13,332.7004796,0.97724536,3,1,31.92,3,4,9,4,0,21,0.142857143,1,0,0.768,2.496,0.316,66.4,-1.943,0,0,0,0,0,1,1,0,-4.386358828,3.648268879,4.10738692,174.006101,317.9264723,10.59306905,7.58751993,-5.282293488,-4.704406582,0.006752417,0.943249762,0.45024991,2.01E-05,0.000445783,0.002681911,0.003570974,0.20931533,0.114082508,0.025530705,0.999995232,0.951252103,0.992869675,96.18810834,0.307221417,3.496565656,0.994633555,0.97675848,0.240400627,0.863757312,0.099578902,0.269745678,0.998585701,0.933064878,0.456397653,0.843947589,0.008339059,4.73E-05,0.992424488,0.918908,6.603493412,0.401047009,2.151415912,4.133786673,5.310508755,4.963863871,0.958891273,0.935319424,0.333283484,0.304082811,0.722510219,0.864436626,0.757267356,0.412541568,0.000784641,0.104725771,0.980820775,0.7433272,0.963568747,0.692369998,0.344636261,0.925176322,0.648894191,0.056634322,0.458825111,0.901859879,0.401022166,0.029758882,0.001764064,0.091881238,0.072732389,0.000111995,0.000825327,0.305708796,0.003696358,0.074314095,0.191897422,0.062204912,1,7,0,0,10,2,7,0,0.713,0.04,0.072,0.785,0.001,0.324,0.011,0,0,0,0,-5.28,0,1,5.1
38,O=Cc1ccc(NN=Cc2ccc(O)cc2)cc1,240.09,252.0696377,0.952474888,4,2,61.69,4,2,6,4,0,14,0.285714286,0,0,0.49,2.019,0,10,-0.656,20,3,0,10,0,0,0,0,-3.842203963,2.879228608,2.774326311,202.6483987,332.5501265,8.911752606,4.342426767,-4.952598375,-4.80537443,0.149711534,0.981383979,0.000307831,0.010605037,0.618033409,0.82963568,0.955258895,0.968146265,0.999427736,0.027887877,0.997381151,0.000151278,0.00093908,92.260126,0.122642839,8.364880177,0.964838743,0.135561094,0.609785318,0.000197156,0.614885211,0.000886993,0.066759922,0.572492421,0.975803137,0.001116954,0.224286199,5.91E-08,0.996596277,0.251401842,6.376295468,0.973950109,1.083984732,3.541399707,4.357285715,3.949995522,0.075349592,0.483576864,0.758608282,0.900466859,0.326895356,0.53270483,0.987589598,0.931046307,0.212430954,0.997270405,0.907309711,0.441925108,0.960318863,0.10263177,0.387940437,0.478806406,0.991827846,0.017585548,0.016454201,0.469432354,0.929458559,0.002599768,0.000510649,0.017346105,0.971602619,0.141697019,0.001240124,0.846676648,0.144253224,0.070897147,0.811546326,0.418655515,0,0,3,0,5,0,12,2,1,1,0.011,0.934,0.29,0.467,0.042,0,0,0,0,-5.88,2,1,4
39,c1cn2c3c(n1)CCCc3c1cc(C3CCCCC3)ccc12,290.18,317.8686362,0.912892834,2,0,17.3,1,5,15,2,0,25,0.04,0,0,0.615,2.673,0.45,60.276,-0.517,0,0,0,0,0,1,1,0,-5.760456442,3.812002651,4.926696942,160.0990129,358.5575582,10.53023692,5.496695582,-4.53071209,-4.641767262,0.001823359,0.726411164,0.018184192,0.000715792,0.005451739,0.026820123,0.091318548,0.709680676,0.883528471,0.634869576,0.999403834,0.934714139,0.965797484,98.28919061,0.232059276,0.99579681,0.980382323,0.73864603,0.98322314,0.915689349,0.031680908,0.926709652,0.492023796,0.398799628,0.619449258,0.068539165,0.806379735,0.862255931,0.997326374,0.938006699,6.672973672,0.240325279,2.562976155,4.786514152,5.624041288,5.780864605,0.615825474,0.730584562,0.788495362,0.837175071,0.710150659,0.977120161,0.115065955,0.789666831,6.59E-07,0.023859421,0.950415134,0.815937459,0.903586328,0.889782548,0.679290354,0.804211438,0.675944626,0.243912488,0.671295106,0.809452474,0.008244297,0.078588367,0.000128012,0.829937041,0.075509109,0.001600469,0.834879816,0.816452146,0.280799061,0.107413284,0.413624972,0.039457798,0,3,0,0,0,0,10,2,0.822,0.379,0.82,0.245,0.005,0.68,0.407,0,0,0,1,-3.82,0,1,4
40,COC(=O)C1Cc2ncn(Cc3ccc(Cl)cc3)c2CN1C(=O)c1ccc(N(C)C)cc1,452.16,448.6384703,1.007849371,7,0,67.67,7,4,9,8,0,24,0.291666667,1,0,0.555,2.984,0.292,76.645,-1.333,7,0,0,0,0,0,1,0,-3.91882271,2.715084595,2.465199426,168.2018396,319.8797715,9.894707529,4.519276935,-5.112410083,-4.738777366,0.041034888,0.998474419,0.142009959,0.008555472,0.015223861,0.25144875,0.484448254,0.986627996,0.99316591,0.00926389,0.999898195,0.005413922,0.785799026,97.41323979,-0.022501755,2.094591356,0.924157381,0.159553409,0.997574866,0.828494251,0.487559199,0.000176379,0.770349443,3.56E-05,0.999324799,0.993699193,0.99992466,0.00111356,0.998965859,0.018099459,6.758534543,0.352905662,1.25457737,3.997331536,5.207960907,4.852314876,0.530608654,0.464922369,0.988648832,0.262188792,0.27570954,0.784232914,0.440567046,0.697315514,7.46E-06,0.168801442,0.898464382,0.790668964,0.925807536,0.865340829,0.706445992,0.965611041,0.999518514,0.057218522,0.201061398,0.799567163,0.171129391,0.00052107,0.000659262,0.189488724,0.073023804,0.026595119,0.000507218,0.140210956,0.000406022,0.087362587,0.163416013,0.026842738,2,7,0,0,6,2,12,2,0.269,0.011,0.008,0.808,0.002,0.121,0.002,0,0,0,0,-6.67,0,1,4
41,O=C(Cn1c(=O)cc(C(=O)N2CCCCC2)c2ccccc21)Nc1ccc(F)c(Cl)c1,441.13,426.4132835,1.0345128,6,1,71.41,6,4,10,8,0,26,0.230769231,0,0,0.663,2.15,0.261,53.931,-2.163,0,0,0,0,0,1,1,0,-4.678372579,3.571634374,3.725526028,139.8684241,339.062196,9.17593811,4.41456113,-5.02062013,-4.453998899,0.045889091,0.64721477,0.000353927,1.07E-06,0.000166893,0.000110269,0.063546419,0.052986644,0.741670489,2.55E-05,0.999990225,0.975104094,0.770281672,98.56165634,0.358592418,1.100862501,0.904649079,0.000767751,0.787611842,0.91586417,0.996385336,0.016447321,0.193442181,0.694396138,0.999686003,0.045343354,0.009835362,1.85E-05,0.992316961,0.99850142,5.365050734,0.273901025,1.374634244,4.148977332,5.553016051,5.06379505,0.447281659,0.369416744,0.843210161,0.55937922,0.375412494,0.915841699,0.450938165,0.359175205,3.86E-05,0.219432741,0.698489487,0.678195894,0.968923569,0.24518986,0.551738381,0.951377034,0.99749136,0.150079474,0.222805515,0.781834424,0.097662866,0.063633576,0.007872936,0.347917676,0.016650824,0.000629878,0.065626867,0.324351549,0.040427785,0.325706512,0.18403767,0.286553621,2,0,0,0,5,2,12,2,0.778,0.018,0.262,0.915,0.001,0.25,0.003,0,0,0,0,-6.74,0,1,4
42,O=C(Cn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O)N1CCCCC1,412.19,424.8202427,0.970269207,6,0,60.13,3,6,21,6,0,33,0.090909091,0,0,0.506,2.467,0.32,72.727,-0.807,0,0,0,0,0,0,1,0,-3.410147528,2.590446477,2.277161787,160.3803482,283.8910645,7.689395212,6.377010981,-4.819966208,-4.624999082,0.007675988,0.98821938,0.029155528,0.000491977,0.005268097,0.018517852,0.320010781,0.389056683,0.922989428,0.002182296,0.999945998,0.651767552,0.786738455,94.59702306,-0.18071029,5.286357598,0.858329177,0.969150126,0.029290477,0.999269307,0.480618626,0.95240438,0.008641812,0.995979905,0.997601569,0.964086592,1.22E-06,6.39E-06,0.127062589,0.906761825,4.709123755,0.282149939,1.273942471,4.253458101,5.39371479,5.144392428,0.492324561,0.688567698,0.370215714,0.690532267,0.380471975,0.83575213,0.726887047,0.555966437,1.97E-06,0.038859919,0.78560394,0.675110936,0.982911825,0.567062616,0.534524858,0.485225201,0.921105981,0.04969804,0.111808725,0.573570728,0.616169751,0.030280866,0.030895814,0.542283356,0.630702138,0.003700663,0.010600453,0.451582134,0.816554964,0.205604866,0.065747917,0.286115676,0,1,0,0,0,0,12,1,0.589,0.073,0.972,0.798,0.001,0.307,0.015,0,0,0,0,-6.37,0,1,4
43,O=C1N(c2ccccn2)CC2CN(Cc3ccccc3)CCN12,308.16,319.9804139,0.963058946,5,0,39.68,3,4,9,5,0,23,0.130434783,1,0,0.873,2.696,0.333,64.917,-1.571,0,0,0,0,0,0,0,0,-1.657202874,1.883831595,1.853603158,133.1736188,299.6548096,10.6267688,6.880981184,-4.643707361,-4.559973203,0.007474562,0.401844174,0.687394619,0.001267374,0.002425849,0.023613632,0.019283772,0.023640335,0.057026863,0.00084351,0.977154076,0.95290494,0.979435205,70.62059377,-0.039281655,25.8778152,0.001119023,0.993042469,0.092957646,0.822810233,0.002887757,0.286260486,0.12118867,0.145988062,0.065075845,0.996499062,2.95E-05,0.196366861,0.002126337,0.006559586,4.208622965,0.985359905,0.329248808,2.933723231,4.062770532,3.408545675,0.779350758,0.665204704,0.457813442,0.445497066,0.57056582,0.586995423,0.837448716,0.501506865,0.003477923,0.084620096,0.913440466,0.853984952,0.989099562,0.440483212,0.362336785,0.884345412,0.995186508,0.056288309,0.035409678,0.36378628,0.005688555,0.041389886,0.000270313,0.010745883,0.040408943,0.000194138,2.31E-05,0.106814452,0.000457118,0.0088485,0.000858815,0.011704389,1,0,0,0,5,0,12,2,0.119,0.001,0.049,0.409,0.002,0.319,0,0,0,0,0,-6.97,0,0,4
44,O=C(CN1CCCCC1)Nc1c2c(nc3ccccc13)N(Cc1ccccc1)CC2,400.23,427.2229336,0.936817686,5,1,48.47,6,5,13,5,0,28,0.214285714,0,0,0.697,2.22,0.36,57.882,-1.426,0,0,0,0,0,1,1,0,-3.85260202,3.346812794,3.846335174,133.5103827,328.6681307,8.977416722,7.736308448,-5.063720852,-4.641302812,0.013448142,0.998160779,0.016518909,0.005676389,0.001396358,0.030180156,0.438300371,0.738676846,0.865971982,0.003097571,0.999783933,0.820479453,0.862824917,97.09834354,0.573174319,2.336004231,0.010539901,0.191535443,0.989125967,0.519110978,0.010229611,1.04E-06,0.999903917,0.614013493,0.414977759,0.033328038,0.999675751,0.008683654,0.957496405,0.997122109,4.625655717,0.425154171,1.333266133,4.394948109,5.239361217,5.190783044,0.996201575,0.948511481,0.575639009,0.662353933,0.673262179,0.955922604,0.853103518,0.298027158,2.90E-12,0.000108121,0.990969002,0.80329591,0.996233046,0.450968713,0.25984779,0.934407234,0.981159866,0.117683023,0.709602833,0.945516825,0.014967023,0.00388072,0.0130395,0.059608631,0.425071269,0.000701749,0.000613146,0.240028873,0.025701316,0.131204069,0.01226812,0.347592264,1,0,0,0,5,0,12,2,0.573,0.004,0.88,0.712,0.001,0.178,0.091,0,0,0,0,-5.72,0,2,4
45,CC1=CC2C(O)C(=O)C3(O)CCCN4CCCC2C43C1,277.17,283.1609103,0.978842735,4,2,60.77,0,4,0,4,0,20,0,5,1,0.645,5.891,0.812,91.862,2.696,0,0,0,0,0,0,0,0,-2.163863818,1.603719196,1.330194269,182.6938426,286.0026677,8.207801058,8.187032124,-4.737556584,-4.769100839,0.885003388,0.007264308,0.591203094,0.024761021,0.256997406,0.405584991,0.598228127,0.102212474,0.318843961,0.039976466,0.423722625,0.737995982,0.987533927,38.36752164,0.19395565,57.10831654,6.77E-10,0.004920428,1.09E-06,0.300877064,1.31E-08,0.000341858,0.003059162,0.004486927,0.034284353,0.845762551,6.23E-05,3.97E-07,0.000392108,0.122905336,4.057636334,2.830839739,0.659451157,3.289586139,4.797933401,3.914596882,0.109422751,0.372921467,0.170555502,0.460577875,0.634827137,0.682906747,0.150326028,0.571700215,0.001996641,0.097405449,0.803890049,0.572796822,0.542533219,0.681247413,0.278628647,0.291473895,0.715012014,0.075288765,0.070508093,0.289507538,2.98E-05,0.02979945,0.000405924,0.007193798,0.001662021,8.01E-07,8.48E-06,0.000545003,0.149052531,0.000289494,3.96E-05,0.017841734,4,0,0,0,4,0,0,0,0.031,0,0.012,0.138,0.005,0.027,0.08,0,0,0,0,-7.7,1,0,4
46,OC1COC(Cn2cc(C3CC3)nn2)C1NCc1ccc(C(F)(F)F)cc1,382.16,352.2462356,1.084922879,6,2,72.2,7,4,6,9,0,19,0.368421053,3,0,0.801,3.774,0.556,80.5,-0.803,0,0,0,0,0,0,0,0,-3.351600163,2.12717689,1.870625548,167.0492508,307.7192459,8.154564831,6.122451044,-5.355557196,-5.067159019,0.020529255,0.879347742,0.008555668,0.037246168,0.033866107,0.709649891,0.189105034,0.749511123,0.917797863,0.044010758,0.972895443,0.904824793,0.319103599,96.29221359,0.15822158,2.869778863,0.026893079,0.962445319,0.004363204,0.975379288,0.00047857,0.680011094,0.006456286,0.153443038,0.810288727,0.986781061,6.91E-06,0.047754399,0.045732521,0.004036354,8.411489071,1.29820161,1.488743323,3.563213214,5.080573357,4.384370322,0.388813585,0.691535354,0.342261225,0.46493265,0.593587339,0.895199358,0.016777292,0.234327763,1.41E-06,0.016327694,0.579544544,0.78396529,0.780162275,0.977012038,0.097470447,0.573080361,0.998217165,0.078089841,0.396167964,0.74666512,0.004206161,0.017010741,0.000316959,0.158975601,0.464318365,0.004743746,4.80E-05,0.313200653,0.014578653,0.001047187,0.033026978,0.003195738,4,0,0,0,0,4,0,0,0.034,0,0.002,0.225,0.003,0.412,0.001,0,0,0,0,-7.72,0,1,5.5
47,O=C(NCC1OC(CO)C(O)C1N1CCOCC1)c1ccc(F)c(Cl)c1,388.12,353.5962781,1.097635988,7,3,91.26,6,3,6,9,0,18,0.333333333,4,0,0.659,3.546,0.588,64.667,-0.715,0,0,0,0,0,0,0,0,-2.546130792,1.291949926,0.873950474,166.7518372,298.6098524,8.756986607,6.346316957,-5.590518793,-5.088240289,0.97620368,0.000670119,0.520755827,0.006892741,0.007308543,0.315297723,0.698618144,0.006743358,0.06971278,0.002647513,0.838147223,0.875891864,0.950445056,57.26846085,0.082817003,38.77455375,6.32E-07,2.45E-05,1.11E-06,0.129861385,0.003168716,0.000173181,6.52E-06,0.003959535,3.76E-05,0.00898137,2.29E-05,3.17E-10,0.313522607,0.099958122,5.955107124,1.349909456,0.348967811,3.144683612,4.852643761,3.785229222,0.288945764,0.37652716,0.865483165,0.617051005,0.332903594,0.091852918,0.281612128,0.473912507,5.19E-07,0.057023868,0.082799621,0.71873492,0.827453017,0.951868415,0.144291028,0.880059183,0.791192234,0.07257846,0.047089752,0.39264524,0.05890977,0.053390071,0.018787604,0.011626592,0.099861935,0.013178634,0.001010526,0.455660909,0.063654758,0.023063615,0.010624781,0.285751432,4,0,0,0,0,2,12,0,0.025,0,0.027,0.285,0.003,0.125,0,0,0,0,0,-8.2,0,1,5
48,NCCCCNCCCNCCCNCCCNC(=O)c1ccc(O)cc1,379.29,407.9381256,0.929773356,7,7,111.44,18,1,6,7,0,7,2.571428571,0,0,0.223,2.268,0.65,6,-0.14,15,4,0,0,0,0,0,0,-0.646302541,0.242784964,-0.142306518,88.55758985,303.7856854,8.186064016,9.022110599,-5.779080138,-5.626744617,0.999862432,0.032745656,1,0.007851124,7.02E-05,0.022223473,0.986578263,1.42E-14,1.47E-14,0.004439149,0.000152366,1.12E-09,0.986837029,53.43013401,-0.227284557,32.90710963,2.57E-06,0.000484346,1.67E-07,0.999944329,1.01E-09,1.07E-09,0.000167423,0.892727613,3.82E-05,0.350516111,4.63E-07,3.53E-09,1.48E-05,0.000398367,7.432849863,0.819126628,0.230926669,2.595599829,4.169528379,3.084990403,0.997985959,0.980698287,0.054715201,0.901366532,0.035775479,0.511739075,0.999999285,0.002967455,0.75551182,0.003258897,0.85377568,0.883744955,0.701902688,0.703018785,0.101747751,0.983079314,0.796875775,0.334342211,0.305702031,0.860663652,0.033280492,1.15E-05,0.004693351,0.249539927,0.159902394,0.000182652,0.002348909,0.999555171,0.529614389,0.000697109,0.013829751,0.000902973,0,0,0,0,2,0,12,0,0.294,0.014,0.003,0.264,0.01,0.602,0.422,0,1,0,2,-8.33,0,2,5
49,OC1(c2csc(CN3CCN(c4ccccn4)CC3)n2)CCN(C2CCC(F)(F)CC2)CC1,477.24,462.1136872,1.032732882,6,1,55.73,5,5,6,9,0,29,0.172413793,0,0,0.709,3.022,0.667,77,-1.441,9,0,0,0,0,0,1,0,-3.197666422,2.753942928,2.627073641,133.9662541,256.0745868,8.041853395,7.886121487,-5.213998889,-4.849691978,0.016142327,0.0606176,0.017107241,0.001629889,0.042891502,0.275941193,0.519862562,0.021302745,0.139678746,0.000764214,0.996988833,0.973050714,0.98699224,73.30425267,0.337335727,29.42610026,1.78E-12,0.999998927,1.39E-05,0.999019027,3.67E-06,0.004040664,0.99996841,0.99219346,7.06E-06,0.999991417,0.999976277,1.39E-05,3.04E-07,0.32770285,10.02027427,1.026547582,0.825428807,3.367741017,4.852845978,4.19327753,0.960583091,0.681041539,0.064476401,0.127078295,0.864471972,0.848789275,0.388699353,0.515279114,4.56E-05,0.001489402,0.996734917,0.799744189,0.881904542,0.763102829,0.117862418,0.975314379,0.997875452,0.07807032,0.053898338,0.674477339,0.001292212,0.001759276,0.014088728,0.003361054,0.106384948,0.000369357,0.015441506,0.66325295,0.191020027,0.087976977,0.003839553,0.014879422,1,2,0,0,0,3,5,2,0.007,0.001,0.015,0.365,0.001,0.687,0.043,1,0,0,0,-6.98,0,1,4
50,C=CCNC(=O)NC1CCN(C(=O)c2cnccn2)C1C(=O)NCCCC(=O)OC,418.2,408.9072871,1.022725721,11,3,142.62,14,2,6,11,0,16,0.875,2,0,0.282,3.479,0.474,46,-1.222,0,0,0,0,0,0,1,0,-1.583806463,0.06329945,-0.393465772,172.0979369,311.6292423,8.275340405,3.454142622,-5.362992099,-5.042565406,0.972613633,0.224362671,0.985582471,0.488752067,0.481759369,0.894328542,0.954808485,0.086734317,0.218041822,0.0803314,0.928673446,0.003978141,0.863331318,22.22298516,-0.357939258,75.05205218,1.39E-09,0.045470342,0.001354496,0.993523359,4.88E-05,0.860402524,0.000113578,0.329928964,0.942353427,0.999498844,1.04E-06,3.96E-06,0.292771548,0.999594033,6.138318422,0.658695655,0.194733318,2.585042268,4.271622114,3.421317095,0.06745629,0.071560815,0.605920076,0.161871061,0.163152486,0.12983495,0.891134501,0.291678607,3.16E-08,0.038867589,0.417151779,0.333045185,0.701380908,0.771615565,0.222775698,0.765326262,0.995969415,0.044400528,0.001133119,0.014549499,6.61E-05,1.48E-06,4.98E-07,4.38E-06,0.005809397,1.93E-06,1.82E-09,0.160396799,9.05E-06,1.04E-06,7.71E-06,0.000181007,0,0,0,0,5,9,15,0,0.002,0.006,0.007,0.417,0.002,0.457,0,1,2,1,0,-9.09,1,2,4
